"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 29 17:55:51 CST 2020","Tue Sep 29 17:55:51 CST 2020","130","testCase.SMP.authentication.SoftwareController.editSoftwareInfo","test_editsoftware","Test_class","","","修改软件名称",""
"passed","Tue Sep 29 17:55:26 CST 2020","Tue Sep 29 17:55:26 CST 2020","143","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdmin","test_addPolicyAdmin","Test_class","","","添加关联管理员-已存在管理员，添加重复的",""
"passed","Tue Sep 29 17:55:45 CST 2020","Tue Sep 29 17:55:45 CST 2020","120","testCase.SMP.authentication.SoftwareController.addSoftwareInfo","test_addsoftwareinfo","Test_class","","","软件ICON为空",""
"passed","Tue Sep 29 17:55:37 CST 2020","Tue Sep 29 17:55:37 CST 2020","106","testCase.SMP.authentication.BlackListController.batchInvalidblackLists","test_batchInvalid","Test_class","","","批量黑名单失效,有效Id+无效Id",""
"passed","Tue Sep 29 17:55:47 CST 2020","Tue Sep 29 17:55:47 CST 2020","182","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInfo","test_batchDelSoftware","Test_class","","","批量删除软件信息，ID值不存在",""
"passed","Tue Sep 29 17:55:38 CST 2020","Tue Sep 29 17:55:38 CST 2020","94","testCase.SMP.authentication.BlackListController.editCategory","test_editCategory","Test_class","","","修改黑名单类型对象-USER-修改userID",""
"passed","Tue Sep 29 17:55:38 CST 2020","Tue Sep 29 17:55:38 CST 2020","103","testCase.SMP.authentication.BlackListController.editCategory","test_editCategory","Test_class","","","修改黑名单类型对象-USER-MAC",""
"passed","Tue Sep 29 17:55:48 CST 2020","Tue Sep 29 17:55:48 CST 2020","176","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInstallInfo","test_batchDelSoftwareInstallInfo","Test_class","","","批量删除软件安装信息，ID值存在",""
"passed","Tue Sep 29 17:55:27 CST 2020","Tue Sep 29 17:55:27 CST 2020","123","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdmins","test_addPolicyAdmins","Test_class","","","批量添加关联管理员-添加多个，全部为新",""
"passed","Tue Sep 29 17:55:41 CST 2020","Tue Sep 29 17:55:41 CST 2020","152","testCase.SMP.authentication.OAuthController.updateSSO","test_updateSSO","Test_class","","","修改SSO对接配置-enable",""
"passed","Tue Sep 29 17:55:25 CST 2020","Tue Sep 29 17:55:25 CST 2020","159","testCase.SMP.authentication.AuthenticationPolicyController.addAuthenticationTypes","test_addAuthenticationTypes","Test_class","","","添加认证方式-添加多个，全部存在",""
"passed","Tue Sep 29 17:55:50 CST 2020","Tue Sep 29 17:55:50 CST 2020","207","testCase.SMP.authentication.SoftwareController.editSoftwareInfo","test_editsoftware","Test_class","","","软件名称版本唯一性校验",""
"passed","Tue Sep 29 17:55:39 CST 2020","Tue Sep 29 17:55:39 CST 2020","117","testCase.SMP.authentication.BlackListController.editEffectiveEndTime","test_editEffectiveEndTime","Test_class","","","永久有效修改为指定时间",""
"passed","Tue Sep 29 17:55:45 CST 2020","Tue Sep 29 17:55:45 CST 2020","100","testCase.SMP.authentication.SoftwareController.addSoftwareInfo","test_addsoftwareinfo","Test_class","","","软件描述为空",""
"passed","Tue Sep 29 17:55:36 CST 2020","Tue Sep 29 17:55:37 CST 2020","98","testCase.SMP.authentication.BlackListController.addblackLists","test_addblackLists","Test_class","","","添加黑名单",""
"passed","Tue Sep 29 17:55:41 CST 2020","Tue Sep 29 17:55:41 CST 2020","114","testCase.SMP.authentication.OAuthController.getAllSSO","test_getAllSSO","Test_class","","","查询所有SSO对接配置-无配置",""
"passed","Tue Sep 29 17:55:50 CST 2020","Tue Sep 29 17:55:50 CST 2020","153","testCase.SMP.authentication.SoftwareController.editSoftwareInfo","test_editsoftware","Test_class","","","修改软件成功",""
"passed","Tue Sep 29 17:55:46 CST 2020","Tue Sep 29 17:55:47 CST 2020","173","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInfo","test_batchDelSoftware","Test_class","","","批量删除软件-存在有效与无效ID",""
"passed","Tue Sep 29 17:55:39 CST 2020","Tue Sep 29 17:55:39 CST 2020","93","testCase.SMP.authentication.BlackListController.editInfoMessage","test_editInfoMessage","Test_class","","","修改提示信息，有到有，修改信息",""
"passed","Tue Sep 29 17:55:41 CST 2020","Tue Sep 29 17:55:41 CST 2020","145","testCase.SMP.authentication.OAuthController.updateSSO","test_updateSSO","Test_class","","","修改SSO对接配置-enable-",""
"passed","Tue Sep 29 17:55:30 CST 2020","Tue Sep 29 17:55:30 CST 2020","155","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyTag","test_addPolicyTag","Test_class","","","添加策略标签-标签为空",""
"passed","Tue Sep 29 17:55:43 CST 2020","Tue Sep 29 17:55:43 CST 2020","119","testCase.SMP.authentication.RedirectPoliciesController.addwebRedirectPolicies","test_addwebRedirectPolicies","Test_class","","","新增web重定向策略",""
"passed","Tue Sep 29 17:55:31 CST 2020","Tue Sep 29 17:55:31 CST 2020","124","testCase.SMP.authentication.AuthenticationPolicyController.addauthenticationPolicy","test_addauthenticationPolicy","Test_class","","","新增认证策略-所有字段都不为空，策略标签有3个值",""
"passed","Tue Sep 29 17:55:46 CST 2020","Tue Sep 29 17:55:46 CST 2020","172","testCase.SMP.authentication.SoftwareController.addsoftware","test_addsoftware","Test_class","","","软件名称版本唯一性校验",""
"passed","Tue Sep 29 17:55:29 CST 2020","Tue Sep 29 17:55:29 CST 2020","145","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAuthType","test_addPolicyAuthType","Test_class","","","添加认证方式-认证方式已存在，添加重复的",""
"passed","Tue Sep 29 17:55:42 CST 2020","Tue Sep 29 17:55:42 CST 2020","166","testCase.SMP.authentication.RedirectPoliciesController.addRule","test_addRule","Test_class","","","添加策略规则-规则标签为3个值",""
"failed","Tue Sep 29 17:55:32 CST 2020","Tue Sep 29 17:55:32 CST 2020","91","testCase.SMP.authentication.AuthenticationPolicyController.addauthenticationRule","test_addauthenticationRule","Test_class","","","添加策略规则-规则名称为空",""
"passed","Tue Sep 29 17:55:42 CST 2020","Tue Sep 29 17:55:42 CST 2020","134","testCase.SMP.authentication.RedirectPoliciesController.addRule","test_addRule","Test_class","","","添加策略规则-规则标签为1个值",""
"passed","Tue Sep 29 17:55:43 CST 2020","Tue Sep 29 17:55:43 CST 2020","126","testCase.SMP.authentication.RedirectPoliciesController.addRuleid","test_addRuleid","Test_class","","","添加策略规则-规则标签为3个值",""
"passed","Tue Sep 29 17:55:24 CST 2020","Tue Sep 29 17:55:25 CST 2020","222","testCase.SMP.authentication.AuthenticationPolicyController.addAuthenticationType","test_addAuthenticationType","Test_class","","","添加认证方式-认证方式为userNamePassword",""
"passed","Tue Sep 29 17:55:28 CST 2020","Tue Sep 29 17:55:28 CST 2020","164","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAuthType","test_addPolicyAuthType","Test_class","","","添加认证方式-认证方式为macDumbNodeAuth",""
"passed","Tue Sep 29 17:55:40 CST 2020","Tue Sep 29 17:55:40 CST 2020","83","testCase.SMP.authentication.OAuthController.deleteSSO","test_deleteSSO","Test_class","","","删除SSO对接配置-Id存在",""
"passed","Tue Sep 29 17:55:34 CST 2020","Tue Sep 29 17:55:34 CST 2020","209","testCase.SMP.authentication.AuthenticationPolicyController.editPolicyDesc","test_editPolicyDesc","Test_class","","","修改策略描述-描述信息为新",""
"passed","Tue Sep 29 17:55:27 CST 2020","Tue Sep 29 17:55:27 CST 2020","151","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdmins","test_addPolicyAdmins","Test_class","","","批量添加关联管理员-添加多个，部分为新",""
"passed","Tue Sep 29 17:55:52 CST 2020","Tue Sep 29 17:55:52 CST 2020","121","testCase.SMP.authentication.SoftwareController.exchangeClassify","test_exchangeClassify","Test_class","","","变更分类信息-id不存在",""
"passed","Tue Sep 29 17:55:42 CST 2020","Tue Sep 29 17:55:42 CST 2020","149","testCase.SMP.authentication.RedirectPoliciesController.addRedirectPolicies","test_addRedirectPolicies","Test_class","","","新增web重定向策略-策略名称已存在",""
"passed","Tue Sep 29 17:55:26 CST 2020","Tue Sep 29 17:55:26 CST 2020","117","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdmin","test_addPolicyAdmin","Test_class","","","添加关联管理员-管理员id存在，添加成功",""
"passed","Tue Sep 29 17:55:28 CST 2020","Tue Sep 29 17:55:28 CST 2020","177","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAuthType","test_addPolicyAuthType","Test_class","","","添加认证方式-认证方式为userNamePassword",""
"passed","Tue Sep 29 17:55:31 CST 2020","Tue Sep 29 17:55:31 CST 2020","213","testCase.SMP.authentication.AuthenticationPolicyController.addauthenticationRule","test_addauthenticationRule","Test_class","","","添加策略规则-规则标签为1个值",""
"passed","Tue Sep 29 17:55:37 CST 2020","Tue Sep 29 17:55:37 CST 2020","233","testCase.SMP.authentication.BlackListController.batchInvalidblackLists","test_batchInvalid","Test_class","","","批量黑名单失效,多个存在Id",""
"passed","Tue Sep 29 17:55:26 CST 2020","Tue Sep 29 17:55:26 CST 2020","139","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdministrator","test_addPolicyAdministrator","Test_class","","","添加关联管理员-管理员id存在，添加成功",""
"passed","Tue Sep 29 17:55:43 CST 2020","Tue Sep 29 17:55:43 CST 2020","168","testCase.SMP.authentication.RedirectPoliciesController.addRuleid","test_addRuleid","Test_class","","","添加策略规则-id不存在",""
"passed","Tue Sep 29 17:55:45 CST 2020","Tue Sep 29 17:55:45 CST 2020","142","testCase.SMP.authentication.SoftwareController.addSoftwareInfo","test_addsoftwareinfo","Test_class","","","软件名称为空",""
"passed","Tue Sep 29 17:55:29 CST 2020","Tue Sep 29 17:55:29 CST 2020","178","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAuthTypes","test_addPolicyAuthTypes","Test_class","","","添加认证方式-添加多个，均不存在",""
"passed","Tue Sep 29 17:55:44 CST 2020","Tue Sep 29 17:55:44 CST 2020","121","testCase.SMP.authentication.RedirectPoliciesController.addwebRedirectPolicies","test_addwebRedirectPolicies","Test_class","","","新增web重定向策略-test02",""
"passed","Tue Sep 29 17:55:52 CST 2020","Tue Sep 29 17:55:52 CST 2020","122","testCase.SMP.authentication.SoftwareController.exchangeClassify","test_exchangeClassify","Test_class","","","变更软件分类信息",""
"passed","Tue Sep 29 17:55:38 CST 2020","Tue Sep 29 17:55:39 CST 2020","120","testCase.SMP.authentication.BlackListController.editEffectiveEndTime","test_editEffectiveEndTime","Test_class","","","指定时间修改为永久有效",""
"passed","Tue Sep 29 17:55:36 CST 2020","Tue Sep 29 17:55:36 CST 2020","125","testCase.SMP.authentication.BlackListController.addblackLists","test_addblackLists","Test_class","","","添加黑名单",""
"failed","Tue Sep 29 17:55:43 CST 2020","Tue Sep 29 17:55:43 CST 2020","82","testCase.SMP.authentication.RedirectPoliciesController.addRule","test_addRule","Test_class","","","添加策略规则-规则名称为空",""
"passed","Tue Sep 29 17:55:50 CST 2020","Tue Sep 29 17:55:50 CST 2020","199","testCase.SMP.authentication.SoftwareController.editSoftwareInfo","test_editsoftware","Test_class","","","修改后软件名称过长",""
"passed","Tue Sep 29 17:55:31 CST 2020","Tue Sep 29 17:55:31 CST 2020","187","testCase.SMP.authentication.AuthenticationPolicyController.addauthenticationPolicies","test_addauthenticationPolicies","Test_class","","","新增认证策略-policyName已存在",""
"passed","Tue Sep 29 17:55:50 CST 2020","Tue Sep 29 17:55:50 CST 2020","154","testCase.SMP.authentication.SoftwareController.editSoftwareInfo","test_editsoftware","Test_class","","","修改后记录与已有记录重复",""
"passed","Tue Sep 29 17:55:52 CST 2020","Tue Sep 29 17:55:52 CST 2020","95","testCase.SMP.authentication.SoftwareController.exchangeClassify","test_exchangeClassify","Test_class","","","变更分类信息-分类不存在",""
"passed","Tue Sep 29 17:55:47 CST 2020","Tue Sep 29 17:55:47 CST 2020","165","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInfo","test_batchDelSoftware","Test_class","","","批量删除软件信息，ID值存在",""
"passed","Tue Sep 29 17:55:38 CST 2020","Tue Sep 29 17:55:38 CST 2020","110","testCase.SMP.authentication.BlackListController.editCategory","test_editCategory","Test_class","","","修改黑名单类型对象-MAC-USER_MAC",""
"passed","Tue Sep 29 17:55:48 CST 2020","Tue Sep 29 17:55:48 CST 2020","194","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInstallInfo","test_batchDelSoftwareInstallInfo","Test_class","","","批量删除软件安装信息，ID值不存在",""
"passed","Tue Sep 29 17:55:46 CST 2020","Tue Sep 29 17:55:46 CST 2020","109","testCase.SMP.authentication.SoftwareController.addSoftwareInfo","test_addsoftwareinfo","Test_class","","","typeBasis为undefined",""
"passed","Tue Sep 29 17:55:25 CST 2020","Tue Sep 29 17:55:25 CST 2020","127","testCase.SMP.authentication.AuthenticationPolicyController.addAuthenticationTypes","test_addAuthenticationTypes","Test_class","","","添加认证方式-添加全部",""
"passed","Tue Sep 29 17:55:48 CST 2020","Tue Sep 29 17:55:48 CST 2020","190","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInstallInfo","test_batchDelSoftwareInstallInfo","Test_class","","","批量删除软件安装信息，ID为空",""
"passed","Tue Sep 29 17:55:29 CST 2020","Tue Sep 29 17:55:29 CST 2020","173","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyTag","test_addPolicyTag","Test_class","","","添加策略标签-标签为新",""
"passed","Tue Sep 29 17:55:26 CST 2020","Tue Sep 29 17:55:26 CST 2020","146","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdmin","test_addPolicyAdmin","Test_class","","","添加关联管理员-已存在管理员，添加新的",""
"passed","Tue Sep 29 17:55:36 CST 2020","Tue Sep 29 17:55:36 CST 2020","114","testCase.SMP.authentication.BlackListController.addblackLists","test_addblackLists","Test_class","","","添加黑名单",""
"passed","Tue Sep 29 17:55:32 CST 2020","Tue Sep 29 17:55:32 CST 2020","180","testCase.SMP.authentication.AuthenticationPolicyController.addauthenticationRuleid","test_addauthenticationRuleid","Test_class","","","添加策略规则-规则标签为3个值",""
"passed","Tue Sep 29 17:55:46 CST 2020","Tue Sep 29 17:55:46 CST 2020","102","testCase.SMP.authentication.SoftwareController.addsoftware","test_addsoftware","Test_class","","","添加软件成功",""
"passed","Tue Sep 29 17:55:34 CST 2020","Tue Sep 29 17:55:35 CST 2020","141","testCase.SMP.authentication.AuthenticationPolicyController.editPolicyDesc","test_editPolicyDesc","Test_class","","","修改策略描述-描述信息为原来",""
"passed","Tue Sep 29 17:55:45 CST 2020","Tue Sep 29 17:55:45 CST 2020","123","testCase.SMP.authentication.SoftwareController.addSoftwareInfo","test_addsoftwareinfo","Test_class","","","软件大小为空",""
"passed","Tue Sep 29 17:55:39 CST 2020","Tue Sep 29 17:55:39 CST 2020","108","testCase.SMP.authentication.BlackListController.invalidblackLists","test_invalidblackLists","Test_class","","","使黑名单失效-Id存在,更新人admin",""
"passed","Tue Sep 29 17:55:30 CST 2020","Tue Sep 29 17:55:30 CST 2020","210","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyTags","test_addPolicyTags","Test_class","","","添加策略标签-标签为新",""
"passed","Tue Sep 29 17:55:45 CST 2020","Tue Sep 29 17:55:45 CST 2020","107","testCase.SMP.authentication.SoftwareController.addSoftwareInfo","test_addsoftwareinfo","Test_class","","","软件类型为空",""
"passed","Tue Sep 29 17:55:35 CST 2020","Tue Sep 29 17:55:35 CST 2020","148","testCase.SMP.authentication.AuthenticationPolicyController.editPolicyDesc","test_editPolicyDesc","Test_class","","","修改策略描述-描述信息为空",""
"passed","Tue Sep 29 17:55:27 CST 2020","Tue Sep 29 17:55:27 CST 2020","122","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdministrators","test_addPolicyAdministrators","Test_class","","","批量添加关联管理员-添加多个，全部为新",""
"passed","Tue Sep 29 17:55:40 CST 2020","Tue Sep 29 17:55:40 CST 2020","187","testCase.SMP.authentication.OAuthController.addSSO","test_addsso","Test_class","","","添加SSO对接配置-SSO已存在",""
"passed","Tue Sep 29 17:55:35 CST 2020","Tue Sep 29 17:55:35 CST 2020","144","testCase.SMP.authentication.AuthenticationPolicyController.editPolicyDescribe","test_editPolicyDescribe","Test_class","","","修改策略描述-描述信息为新",""
"passed","Tue Sep 29 17:55:37 CST 2020","Tue Sep 29 17:55:37 CST 2020","110","testCase.SMP.authentication.BlackListController.addblackLists","test_addblackLists","Test_class","","","添加黑名单",""
"passed","Tue Sep 29 17:55:33 CST 2020","Tue Sep 29 17:55:33 CST 2020","116","testCase.SMP.authentication.AuthenticationPolicyController.batchDelauthenticationPolicies","test_batchDelauthenticationPolicies","Test_class","","","批量删除认证策略-单条，ID不存在",""
"passed","Tue Sep 29 17:55:39 CST 2020","Tue Sep 29 17:55:39 CST 2020","90","testCase.SMP.authentication.BlackListController.editEffectiveEndTime","test_editEffectiveEndTime","Test_class","","","id不存在",""
"passed","Tue Sep 29 17:55:47 CST 2020","Tue Sep 29 17:55:47 CST 2020","194","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInfo","test_batchDelSoftware","Test_class","","","批量删除软件信息，ID多个，值存在",""
"passed","Tue Sep 29 17:55:41 CST 2020","Tue Sep 29 17:55:41 CST 2020","151","testCase.SMP.authentication.OAuthController.getAllSSO","test_getAllSSO","Test_class","","","查询所有SSO对接配置-主流程",""
"passed","Tue Sep 29 17:55:38 CST 2020","Tue Sep 29 17:55:38 CST 2020","102","testCase.SMP.authentication.BlackListController.editCategory","test_editCategory","Test_class","","","修改黑名单类型对象-id不存在",""
"passed","Tue Sep 29 17:55:30 CST 2020","Tue Sep 29 17:55:30 CST 2020","104","testCase.SMP.authentication.AuthenticationPolicyController.addauthenticationPolicies","test_addauthenticationPolicies","Test_class","","","新增认证策略-所有字段都不为空，策略标签有1个值",""
"passed","Tue Sep 29 17:55:37 CST 2020","Tue Sep 29 17:55:37 CST 2020","90","testCase.SMP.authentication.BlackListController.batchInvalidblackLists","test_batchInvalid","Test_class","","","批量黑名单失效,无效Id",""
"passed","Tue Sep 29 17:55:26 CST 2020","Tue Sep 29 17:55:27 CST 2020","212","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAdministrator","test_addPolicyAdministrator","Test_class","","","添加关联管理员-策略id不存在",""
"passed","Tue Sep 29 17:55:29 CST 2020","Tue Sep 29 17:55:29 CST 2020","156","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAuthType","test_addPolicyAuthType","Test_class","","","添加认证方式-认证方式已存在，添加不在范围内的",""
"passed","Tue Sep 29 17:55:49 CST 2020","Tue Sep 29 17:55:49 CST 2020","81","testCase.SMP.authentication.SoftwareController.delSoftwareInfo","test_delSoftwareInfo","Test_class","","","删除软件信息失败-id不存在",""
"passed","Tue Sep 29 17:55:37 CST 2020","Tue Sep 29 17:55:38 CST 2020","111","testCase.SMP.authentication.BlackListController.batchInvalidblackLists","test_batchInvalid","Test_class","","","批量黑名单失效,Id为空",""
"passed","Tue Sep 29 17:55:44 CST 2020","Tue Sep 29 17:55:44 CST 2020","64","testCase.SMP.authentication.RedirectPoliciesController.delwebRedirectPolicies","test_delwebRedirectPolicies","Test_class","","","删除web重定向策略-id存在",""
"passed","Tue Sep 29 17:55:37 CST 2020","Tue Sep 29 17:55:37 CST 2020","112","testCase.SMP.authentication.BlackListController.batchInvalidblackLists","test_batchInvalid","Test_class","","","批量黑名单失效,有效Id",""
"passed","Tue Sep 29 17:55:36 CST 2020","Tue Sep 29 17:55:36 CST 2020","93","testCase.SMP.authentication.BlackListController.addblackLists","test_addblackLists","Test_class","","","添加黑名单",""
"passed","Tue Sep 29 17:55:40 CST 2020","Tue Sep 29 17:55:40 CST 2020","104","testCase.SMP.authentication.OAuthController.addSSO_redirectUri","test_addsso_redirectUri","Test_class","","","添加SSO对接配置成功",""
"passed","Tue Sep 29 17:55:47 CST 2020","Tue Sep 29 17:55:47 CST 2020","149","testCase.SMP.authentication.SoftwareController.batchDelSoftwareInfo","test_batchDelSoftware","Test_class","","","批量删除软件信息，ID为空",""
"passed","Tue Sep 29 17:55:49 CST 2020","Tue Sep 29 17:55:49 CST 2020","81","testCase.SMP.authentication.SoftwareController.delSoftwareInfo","test_delSoftwareInfo","Test_class","","","删除软件信息",""
"passed","Tue Sep 29 17:55:38 CST 2020","Tue Sep 29 17:55:38 CST 2020","121","testCase.SMP.authentication.BlackListController.editCategory","test_editCategory","Test_class","","","修改黑名单类型对象-USER+MAC修改userid和mac",""
"passed","Tue Sep 29 17:55:29 CST 2020","Tue Sep 29 17:55:29 CST 2020","157","testCase.SMP.authentication.AuthenticationPolicyController.addPolicyAuthTypes","test_addPolicyAuthTypes","Test_class","","","添加认证方式-id不存在",""
"passed","Tue Sep 29 17:55:39 CST 2020","Tue Sep 29 17:55:39 CST 2020","94","testCase.SMP.authentication.BlackListController.editInfoMessage","test_editInfoMessage","Test_class","","","修改提示信息，有到有，不修改信息",""
"passed","Tue Sep 29 17:55:40 CST 2020","Tue Sep 29 17:55:40 CST 2020","154","testCase.SMP.authentication.BlackListController.invalidblackLists","test_invalidblackLists","Test_class","","","使黑名单失效-Id不存在",""
